event_id,title,alternative_title,release_year,certificate,languages,duration,country_of_origin,actors,is_live
21598,Second Skin,Segunda piel,1999,18,,100,Spain,,0
21599,Exposed! The Films of Tony Ayres,,,18,,,,,0
21600,A Luv Tale,,1999,18,,55,US,,0
21601,Edge of Seventeen,,1998,15,,-20,US,,0
21602,Oklahomo!,,,,,,,,0
21603,This is Spinal Tap,,1983,15,,82,US,"RJ Parnell, Rob Reiner, Michael McKean, Harry Shearer, David Kaff, Christopher Guest",0
21604,The Ring,Ringu,1998,,,95,Japan,"Yuko Takeuchi, Nanako Matsushima, Miki Nakatani, Hiroyuki Sanada",0
21605,Girlfight,,2000,15,,110,US,"Santiago Douglas, Paul Calderon, Michelle Rodriguez, Jaime Tirelli",0
21606,The Element of Crime,,1984,15,,104,Denmark,"Michael Elphick, Me Me Lai, Jerold Wells, Esmond Knight",0
21607,Breaking the Waves,,1996,18,,159,"Sweden, Norway, Netherlands, France, Denmark","Stellan Skarsgård, Katrin Cartlidge, Jean-Marc Barr, Emily Watson",0
21608,The Stone Tape,,1972,,,90,UK,"Michael Bates, Jane Asher, Ian Cuthbertson",0
21609,Witchfinder General,,1968,18,,87,UK,"Vincent Price, Ian Ogilvy, Hilary Dwyer",0
21610,The Wicker Man,,1973,15,,85,UK,"Ingrid Pitt, Edward Woodward, Christopher Lee, Britt Ekland",0
21612,L'Humanité,,1999,18,,148,France,"Séverine Caneele, Philippe Tullier, Ghislain Ghesquière, Emmanuel Schotté",0
21613,Europa,,1991,15,,114,Denmark,"Udo Kier, Jean-Marc Barr, Eddie Constatine, Barbara Sukowa",0
21614,La Crise,,1992,15,,95,France,"Vincent Lindon, Patrick Timsit, Annik Alane",0
21615,Culloden,,,12,,70,UK,"the people of Inverness, George McBean, Alan Pope",0
21616,Himalaya,,1999,PG,,104,France,"Thilen Lhondop, Lhapka Tsamchoe, Karma Tensing Nyima Lama, Gurgon Kyap",0
21617,The Umbrellas of Cherbourg,Les parapluies de Cherbourg,1964,U,,92,"West Germany, France","Nino Castelnuoro, Ellen Farner, Catherine Deneuve, Anne Vernon",0
21618,The Kingdom,Riget,1994,18,,,Denmark,"Søren Pilmark, Kirsten Rolffes, Ghita Nørby, Ernst Hugo Järogård",0
21619,The Idiots,Idioterne,1998,18,,117,Denmark,"Jens Albins, Bordil Jørgensen, Anne Louise Hassing",0
21620,The House of Mirth,,2000,PG,,140,UK,"Jodhi May, Gillian Anderson, Eric Stoltz, Dan Akroyd, Anthony LaPaglia",0
21621,The Alcohol Years,,1999,18,,50,UK,,0
21622,Chopper,,2000,18,,94,,,0
21623,Se7en,,1995,18,,127,US,"Morgan Freeman, Kevin Spacey, Gwyneth Paltrow, Brad Pitt",0
21624,Julien donkey-boy,,1999,15,,94,US,"Werner Herzog, Ewen Bremner, Chloë Sevigny",0
21625,Water Drops on Burning Rocks,Gouttes d'eau sur pierres brûlantes,1999,18,French,86,"Japan, France","Malik Zidi, Ludivine Sagnier, Bernard Giraudeau, Anna Thomson",0
21626,Memento,,2000,15,,113,US,"Joe Pantoliano, Guy Pearce, Carrie Anne Moss",0
21627,Secrets of the Heart,Secretos del corazón,1998,12,,105,Spain,"Silvia Munt, Charo López, Carmelo Gómez, Andoni Erburu",0
21628,The Neon Bible,,1995,15,,92,UK,"Jacob Tierney, Gena Rowlands, Diana Scarwid, Denis Leary",0
21629,The Long Day Closes,,1992,PG,,85,UK,"Nicholas Lamont, Marjorie Yates, Leigh McCormack, Anthony Watson",0
21630,The Terence Davies Trilogy,,,15,English,95,UK,"Wilfrid Brambell, Terry O'Sullivan, Sheila Raynor, Phillip Mawdsley",0
21631,Hindle Wakes,,1927,PG,,115,UK,,0
21632,Human Resources,Ressources Humaines,1999,15,French,103,France,"Jean-Claude Vallod, Jalil Lespert, Chantal Barré",0
21637,Venus Beauté,,1998,15,,106,France,"Samuel LeBihan, Nathalie Baye, Mathilde Seigner, Bulle Ogier",0
21638,C'est la vie,,1990,12,,96,France,"Zabou, Richard Berry, Nathalie Baye, Jean-Pierre Bacri",0
21639,Some Like It Hot,,1959,PG,English,121,US,"Tony Curtis, Marilyn Monroe, Joe E. Brown, Jack Lemmon",0
21642,The Wind Will Carry Us,,1999,U,,118,"Iran, France",Behzad Dourani and the inhabitants of Siah Dareh,0
21643,In the Mood for Love,Fa Yeung Nin Wa,2000,PG,Cantonese,97,Hong Kong,"Tony Leung Chiu Wai, Rebecca Pan, Maggie Cheung, Lai Chen",0
21645,"Distant Voices, Still Lives",,1988,15,English,84,UK,"Pete Postlethwaite, Freda Dowie, Dean Williams, Angela Walsh",0
21646,Up the Junction,,1965,,,75,UK,"Tony Selby, George Sewell, Carol White",0
21647,Where the Buffalo Roam,,1966,,,75,UK,"Hywel Bennett, Brinley Jenkins, Aubrey Richards",0
21648,The Lump,,1967,,,75,UK,"Leslie Sands, Joby Blanshard, Colin Farrell",0
21649,Body Heat,,1981,18,,113,US,"William Hurt, Ted Danson, Richard Crenna, Kathleen Turner",0
21650,Best of British Shorts Prog.1,,,15,,,,,0
21651,Best Irish Shorts,,,,,,,,0
21652,Best of British Shorts Prog.2,,,15,,,,,0
21653,Best International Shorts,,,18,,,,,0
21654,Small Time Crooks,,2000,PG,,95,US,"Woody Allen, Tracey Ullman, Jon Lovitz, Hugh Grant, Elaine May",0
21655,New Directors,,,,,75,,,0
21656,Science & Progress: A Trilogy,,,U,,75,Finland,,0
21657,I Could Read the Sky,,1999,15,,86,"UK, Ireland, France","Stephen Rea, Maria Doyle Kennedy, Dermot Healy, Brendan Coyle",0
21658,The Way of the Gun,,2000,18,,117,US,"Ryan Phillippe, Juliette Lewis, James Caan, Benicio Del Toro",0
21659,Liberty Heights,,1999,15,,128,US,"Rebekha Johnson, Joe Mantegna, Ben Foster, Bebe Neuwirth, Adrien Brody",0
21660,The Road Home,Wo de fuqin muqin,1999,U,Mandarin,89,China,"Zheng Hao, Zhao Yuelin, Zhang Zi Yi, Sun Honglei",0
21666,"Harry, He's Here to Help","Harry, un ami qui vous veut du bien",2000,15,,117,France,"Sophie Guillemin, Sergi Lopez, Mathilde Seigner, Laurent Lucas",0
21667,East-West,Est-Ouest,1999,12,,121,France,"Sergueï Bodrov Jr, Sandrine Bonnaire, Oleg Menchikov, Catherine Deneuve",0
21668,Singin' in the Rain,,1952,U,English,103,US,"Cyd Charisse, Debbie Reynolds, Donald O'Connor, Gene Kelly, Jean Hagen",0
21670,Chicken Run,,2000,U,,84,UK,"Miranda Richardson, Mel Gibson, Julia Sawalha, Jane Horrocks",0
21671,Modesty Blaise,,1966,12,,119,UK,"Terence Stamp, Monica Vitti, Harry Andrews, Dirk Bogarde",0
21672,Playtime,,1967,PG,,152,France,"Valérie Camille, Jacques Tati, Jacqueline Lecomte, Barabara Dennek",0
21673,"Crouching Tiger, Hidden Dragon",,2000,12,,120,US,"Zhang Zi Yi, Michelle Yeoh, Chow Yun-Fat, Chang Chen",0
21674,The Apartment,,1960,PG,English,125,US,"Shirley MacLaine, Ray Walston, Jack Lemmon, Fred MacMurray",0
21677,"Jamón, Jamón",,1992,18,,94,Spain,"Penélope Cruz, Jodi Molla, Javier Bardem, Anna Galiena",0
21678,Sexy Beast,,2000,18,,88,UK,"Ray Winstone, James Fox, Ian McShane, Ben Kingsley",0
21679,Videodrome,,1982,18,,89,Canada,"Sonja Smits, James Woods, Deborah Harry",0
21680,Woman on Top,,2000,15,,85,US,"Penélope Cruz, Murilo Benício, Harrold Perrineau Jr",0
21681,If Only,Lluvia en los zapatos,1998,15,,95,"UK, Spain, France, Canada","Penélope Cruz, Lena Headey, Gustavo Salmeron, Douglas Henshall",0
21682,Alegre ma non troppo,,1994,15,,97,Spain,"Rosa María Sardà, Pere Ponce, Penélope Cruz, Óscar Ladoire",0
21683,La niña de tus ojos,The Girl of Your Dreams,1998,15,,121,Spain,"Santiago Segura, Penélope Cruz, Loles León, Jorge Sanz, Antonio Resines",0
21684,Belle Epoque,,1992,15,,109,Spain,"Penélope Cruz, Maribel Verdú, Jorge Sanz, Fernando Fernán Gómez, Ariadna Gil",0
21685,The Hi-Lo Country,,1998,15,,110,US,"Woody Harrelson, Penélope Cruz, Patricia Arquette, Billy Crudup",0
21686,Suzhou River,Su Zhou He,2000,12,,83,"Netherlands, Germany, China","Zhou Xun, Yao Anlian, Jia Hongsheng, hua Zhonkai",0
21688,"Salo, or the 120 days of Sodom",,1975,18,,117,"Italy, France","Umberto P Quintaville, Georgio Cataldi, Bonicelli",0
21689,Enter The Dragon - Director's Cut,,1973,18,,98,"US, Hong Kong","Shih Khan, John Saxon, Bruce Lee",0
21690,Live Nude Girls Unite,,2000,18,,70,US,,0
21691,Requiem for a Dream,,2000,18,,102,US,"Marlon Wayans, Jennifer Connelly, Jared Leto, Ellen Burstyn",0
21692,Blackboards,Takhte Siah,2000,PG,,84,"Japan, Italy, Iran","Said Mohamdi, Behnaz Jafari, Baham Ghobadi",0
21693,Images of a Dictactorship,,1999,PG,,56,Canada,,0
21694,Chronique d'un été,Chronicle of a Summer,1961,PG,French,93,France,,0
21695,Shadow of the Vampire,,2000,15,,90,US,"Udo Kier, Willem Dafoe, John Malkovich, Eddie Izzard, Catherine McCormack, Cary Elwes",0
21696,Into the Arms of Strangers: Stories of the Kindertransport,,2000,PG,,117,US,,0
21697,The Perfect Kiss: New Order Videos,,,U,,,,,0
21698,Souvenir,,1998,15,,78,UK,Stanton Miranda,0
21699,The Vampire Lovers,,1970,18,,91,UK,"Pippa Steele, Peter Cushing, Madeleine Smith, Ingrid Pitt, Douglas Wilmer",0
21700,Captain Kronos: Vampire Hunter,,1973,18,,91,UK,"John Cater, John Carson, Ian Hendry, Horst Janson",0
21701,"Just, Melvin",,2000,18,,96,US,,0
21702,The Claim,,2000,15,,120,UK,"Wes Bentley, Sarah Polley, Peter Mullan, Nastassja Kinski, Milla Jovovich",0
21703,Saltwater,,2000,15,,97,"UK, Spain, Ireland","Valerie Spelman, Peter McDonald, Laurence Kinlan, Brian Cox, Brendan Gleeson",0
21716,State and Main,,2000,15,,102,US,"William H. Macy, Sarah Jessica Parker, Philip Seymour Hoffman, Charles Durning, Alec Baldwin",0
21717,Liam,,2000,15,,82,"UK, Germany","Megan Burns, Ian Hart, Claire Hackett, Anthony Borrows",0
21718,Vampire Circus,,,18,,,,,0
21719,Abre los ojos,Open Your Eyes,1998,15,,117,"Spain, France","Penélope Cruz, Najwa Nimri, Fele Martinez, Eduardo Noriega",0
21720,Vampyr,,1932,PG,Silent w/ musical accompaniment,83,Germany,"Sybille Schmitz, Rena Mandel, Maurice Schutz, Julian West",0
21724,Nadja,,1994,15,,100,US,"Suzy Amis, Peter Fonda, Martin Donovan, Elisa Löwensohn",0
21725,The Low Down,,2000,18,,96,UK,"Rupert Proctor, Kate Ashfield, Dean Lennox Kelly, Aidan Gillen",0
21726,Nosferatu: A Symphony of Horrors,,1922,PG,Silent,97,Germany,"Gustav von Wangenheim, Greta Schröder, Alexander Granach, Max Schreck",0
21727,Handsworth Songs,,1986,15,,61,UK,,0
21728,La Comunidad,Common Wealth,2000,15,,106,Spain,"Terele Pavez, Maria Esquerino, Jesus Bonilla, Eduardo Antuna, Carmen Maura",0
21729,Plenilunio,,2000,15,,119,Spain,"Miguel Angel Sola, JuanDiego Botto, Fernando Fernán Gómez, Adriana Ozores",0
21730,Muertos de risa,Dying of Laughter,1998,15,,-15,Spain,"Santiago Segura, El Gran Wyoming, Carla Hidalgo, Alex Angulo",0
21731,Perdita Durango,,1997,18,,-114,"Spain, Mexico","Screaming Jay Hawkins, Rosie Perez, Javier Bardem, Heather Graham, Alex Cox",0
21732,Acción Mutante,,1993,18,,-26,Spain,"Karra Elejalde, Frédérique Feder, Antonio Resines, Alex Angulo",0
21733,Año Mariano,Holy Mary!,2000,15,,-30,Spain,"Manuel Manquiña, Karra Elejalde, Gloria Muñoz, Fernando Guillén Cuervo",0
21734,Lisboa,Lisbon,1998,15,,-20,Spain,"Sergi Lopez, Saturnino García, Federico Luppi, Carmen Maura",0
21735,El portero,The Goalkeeper,2000,U,,-25,Spain,"Roberto álvarez, Maribel Verdú, Carmelo Gómez, Antonio Resines",0
21736,Aunque tú no lo sepas,What You Never Knew,2000,15,,-14,Spain,"Silvia Munt, Gary Piquer, Daniel Guzman, Cristina Brondo, Andrés Gertrudix",0
21737,Sé quién eres,I Know Who You Are,2000,15,,-20,Spain,"Roberto Enríquez, Miguel Angel Sola, Manuel Manquiña, Ingrid Rubio, Ana Fernández",0
21738,Krámpack,,2000,15,,-31,Spain,"Marieta Orozco, Jordi Vilches, Fernando Ramallo, Cisco Amado",0
21739,El Mar,The Sea,1999,,,-13,"Spain, France","Roger Casamajor, Bruno Bergonzini, Antonia Torrens, Angela Molina",0
21740,Ataque Verbal,Verbal Assault,1999,15,,-28,Spain,"Sergi Lopez, Elvira Lindo, Antonio Resines, Antonia San Juan, Adriana Ozores",0
21741,Alex Cox: acerca de Buñuel & A Propósito de Buñuel,Alex Cox on Buñuel & Regarding Buñuel,2000,12,,102,Spain,,0
21742,Sexo por compasión,Compassionate Sex,2000,15,,-15,"Spain, Mexico","Pilar Bardem, José Sancho, Elisabeth Margoni, Alex Angulo",0
21743,El factor Pilgrim,The Pilgrim Factor,2000,15,,-37,Spain,"Simon Edwards, Jöns Pappila, Enrico Vecchi, Alex O’Dogherty",0
21744,El Bola,Pellet,2000,15,,-32,Spain,"Pablo Galán, Manuel Morón, Juan José Ballesta, Alberto Jiménez",0
21745,Leo,,2000,,,-33,Spain,"Valeri Jlevinski, Rosana Pastor, Luis Tosar, Javier Batanero, Icíar Bollaín",0
21746,La espalda del mundo,The Back of the World,2000,15,,-31,Spain,,0
21747,El arte de morir,The Art of Dying,2000,15,,-18,Spain,"Maria Esteve, Lucía Jiménez, Gustavo Salmeron, Fele Martinez, Adrià Collado",0
21748,Calle 54,,2000,PG,,-15,Spain,,0
21749,Antártida,,1995,18,,106,Spain,"Carlos Fuentes, Ariadna Gil",0
21750,Nadie conoce a nadie,Nobody Knows Nobody,1999,15,,-12,Spain,"Paz Vega, Natalia Verbeke, Jordi Mollà, Eduardo Noriega",0
21751,Barrio,Neighbourhood,1998,15,,-21,Spain,"Timy, Marieta Orozco, Eloi Yebra, Críspulo Cabezas",0
21752,Boca a boca,Mouth to Mouth,1995,18,,-24,Spain,"Maria Barranco, Javier Bardem, Aitana Sánchez-Gijón",0
21753,Bodas de sangre,Blood Wedding,,U,,,,,0
21754,Viva Shorts Programme,,,15,,,,,0
21755,Chocolat,,2000,12,,-119,US,"Lena Olin, Victoire Thivisol, Juliette Binoche, Judi Dench, Johnny Depp, Alfred Molina",0
21756,You Can Count on Me,,2000,15,,109,US,"Rory Culkin, Matthew Broderick, Mark Ruffalo, Laura Linney",0
21757,Les Destinées sentimentales,,2000,12,,180,"Switzerland, France","Olivier Perrier, Isabelle Huppert, Emmanuelle Béart, Dominique Reymond, Charles Berling",0
21758,Best in Show,,2000,12,,90,US,"Parker Posey, Fred Willard, Eugene Levy, Catherine O&#8217;Hara",0
21759,Les Glaneurs et la glaneuse,The Gleaners and I,2000,,,-44,France,,0
21760,The Man Who Cried,,2000,12,,99,"UK, France","Johnny Depp, John Turturro, Harry Dean Stanton, Christina Ricci, Cate Blanchett",0
21761,Faithless,Trolösa,2000,15,,155,Sweden,"Thomas Hanzon, Lena Endre, Krister Henriksson, Erland Josephson",0
21762,The Ninth Gate,,1999,15,,133,"US, Spain, France","Lena Olin, Johnny Depp, James Russo, Frank Langella, Emmanuelle Seigner",0
21763,Dead Man,,1995,18,,120,"US, Germany","Robert Mitchum, Johnny Depp, Iggy Pop, Gary Farmer",0
21765,Quills,,2000,18,,124,"US, Germany","Michael Caine, Kate Winslet, Joaquin Phoenix, Geoffrey Rush, Billie Whitelaw",0
21766,A Brighter Summer Day,,1991,15,,185,Taiwan,"Zhang Zhen, Zhang Guozhu, Lisa Yang",0
21767,The 400 Blows,Les Quatre Cents Coups,1959,PG,French,94,France,"Patrick Auffay, Jean-Pierre Léaud, Claire Maurier, Albert Rémy",0
21773,Shoot the Pianist,Tirez sur le Pianiste,1960,12,,80,France,"Nicole Berger, Marie Dubois, Charles Aznavour, Albert Rémy",0
21774,The Last Metro,Le Dernier Metro,1980,PG,,131,France,"Jean Poiret, Heinz Bennent, Gérard Depardieu, Catherine Deneuve",0
21775,The Terroriser,,1986,15,,109,"Taiwan, Hong Kong","Wang An, Li Liqun, Jin Shijie, Gu Baoming, Cora Miao",0
21776,A One and a Two,Yi Yi,2000,15,,173,Taiwan,"Wu Nianzhen, Kelly Lee, Issey Ogata, Elaine Jin",0
21777,Last Resort,,2000,15,,75,UK,"Paddy Considine, Lindsey Honey, Dina Korzun, Artiom Strelnikov",0
21778,Welcome to Britain,,1976,,,70,UK,,0
21779,Bread and Roses,,2000,15,,110,"UK, Spain, Germany","Pilar Padilla, Elpidia Carrillo, Adrien Brody",0
21780,Days of Hope - Programme1,,1975,15,,,UK,"Paul Copley, Nikolas Simmonds",0
21781,Songs From the Second Floor,Sånger från andra våaningen,2000,15,,98,"Sweden, France","Torbjörn Fahlström, Stefan Larsson, Lars Nordh, Bengt C.W. Carlsson",0
21782,Audition,,2000,18,,115,Japan,"Tetsu Sawaki, Ryo Ishibashi, Jun Kunimura, Eihi Shiina",0
21783,Francois Truffaut and the New Wave,,,U,,,,,0
21784,Introducing...Edward Yang,,,U,,,,,0
21785,Days of Hope - Programme2,,1975,15,,215,UK,"Paul Copley, Nikolas Simmonds",0
21786,A Hard Day’s Night,,1964,U,,87,UK,"Wilfrid Brambell, Victor Spinetti, The Beatles, Norman Rossington",0
21787,Darling,,1965,18,,128,UK,"Roland Curram, Laurence Harvey, Julie Christie, Dirk Bogarde",0
21788,The Dish,,2000,12,,102,Australia,"Tom Long, Sam Neill, Patrick Warburton, Kevin Harrington, Genevieve Mooy",0
21789,Brother,,2000,18,,112,"US, UK, Japan","Takeshi Kitano (aka ""Beat"" Takeshi), Royale Watkins, Omar Epps, Claude Maki",0
21790,Poor Cow,,1967,18,,101,UK,"Terence Stamp, Kate Williams, John Bindon, Carol White",0
21791,Les Enfants du Siècle,,2000,15,,110,France,"Victoire Thivisol, Stefano Dionisi, Juliette Binoche, Benoît Magimel",0
21792,The Trip,,1967,18,,85,US,"Susan Strasberg, Peter Fonda, Dennis Hopper, Bruce Dern",0
21793,The Sorcerers,,1967,18,,104,UK,"Susan George, Ian Ogilvy, Catherine Lacey, Boris Karloff",0
21794,Swinging Sixties Television,,,U,,,,,0
21795,"Tonite, Let’s All Make Love in London",,1968,12,,70,UK,,0
21796,Le Goût des Autres,,2000,15,,112,France,"Jean-Pierre Bacri, Brigitte Catillon, Anne Alvaro, Alain Chabat",0
21797,Shower,,2000,12,Mandarin,95,China,"Zhu Xu, Pu Cun Xin, Jiang Wu, He Zheng",0
21798,"Vote, Vote Vote for Nigel Barton",,1965,PG,,78,UK,"Valerie Gearon, Keith Barron, John Bailey",0
21799,Benjamin Smoke,,2000,,,73,US,,0
21800,Georgy Girl,,1966,15,English,100,Great Britain,"Lynn Redgrave, James Mason, Charlotte Rampling, Alan Bates",0
21802,Amores Perros,Love’s a Bitch,2000,18,,153,Mexico,"Goya Toledo, Gael García Bernal, Emilio Echevarría, álvaro Guerrero",0
21808,Malèna,,2000,15,,92,Italy,"Monica Belluci, Matilde Piana, Luciano Federico, Giuseppi Sulfaro",0
21809,The Starmaker,L’Uomo delle stelle,1994,18,,107,Italy,"Tiziana Lodato, Sergio Castellitto, Nicola Di Pinto, Leopoldo Trieste",0
21810,Golden Balls,Huevos de oro,1993,18,,95,Spain,"Maribel Verdú, Maria Medeiros, Javier Bardem",0
21811,Before Night Falls,,2000,15,,132,US,"Sean Penn, Olivier Martinez, Johnny Depp, Javier Bardem, Hector Babenco",0
21812,Judy Berlin,,1999,15,,94,US,"Madeline Kahn, Julie Kavner, Edie Falco, Bob Dishy, Barbara Barrie",0
21813,The King is Alive,,2000,15,,110,Denmark,"Jennifer Jason Leigh, Janet McTeer, David Calder, David Bradley",0
21814,101 Reykjavik,,2000,18,,100,Iceland,"Victoria Abril, Hilmir Snaer Gudnason, Hanna Maria Karlsdottir",0
21815,Ginger Snaps,,2000,18,,107,Canada,"Mimi Rogers, Kris Lenche, Katharine Isabelle, Emily Perkins",0
21816,The Cobweb,,1955,12,,124,US,"Richard Widmark, Lillian Gish, Lauren Bacall, Gloria Grahame, Charles Boyer",0
21817,Uneasy Riders,Nationale 7,2000,15,,96,France,"Saïd Taghmaoui, Olivier Gourmet, Nadia Kaci, Lionel Abelanski",0
21818,Merci pour le Chocolat,,2000,PG,,99,"Switzerland, France","Jacques Dutronc, Isabelle Huppert, Anna Mouglalis",0
21819,Under the Sand,Sous le Sable,2000,15,,95,France,"Jacques Nolot, Charlotte Rampling, Bruno Cremur",0
21820,Live Flesh,Carne Trémula,1997,18,,100,"Spain, France","Liberto Rabal, Javier Bardem, Francesca Neri, Angela Molina",0
21821,Cronos,Chronos,1993,18,Spanish,93,Mexico,"Ron Perlman, Margarita Isabel, Federico Luppi, Claudio Brook",0
21826,Deep Crimson,,1996,18,,115,Mexico,"Sherlyn, Regina Ofozco, Daniel Giménez Cacho",0
21827,Pour les Hommes:French Gay Shorts,,,18,,82,,,0
21828,Like Water for Chocolate,Como aqua para chocolate,1991,15,,114,Mexico,"Regina Torne, Marco Leonardi, Lumi Cazavos, Ada Carrasco",0
21829,Highway Patrolman,El patrullero,1991,15,,105,"US, Mexico","Zaide Silvia, Vanessa Bauche, Roberto Sosa, Bruno Bichir",0
21830,Dr. T & the Women,,,12,,,US,"Richard Gere, Shelley Long, Liv Tyler, Laura Dern, Helen Hunt, Kate Hudson, Farrah Fawcett",0
21831,Boesman & Lena,,2000,12,,99,"South Africa, France","Willie Jonah, Danny Glover, Angela Bassett",0
21832,Summer Shorts,,,,,90,,,0
21833,Around the World in 70 Minutes,,,PG,,70,,,0
21834,Possible Worlds,,2000,,,92,Canada,"Tom McCamus, Tilda Swinton, Sean McCann, Rick Miller",0
21835,2001: A Space Odyssey,,1968,U,,141,"US, UK","Leonard Rossiter, Keir Dullea, Gary William Sylvester, Daniel Richter",0
21836,The Diplomat,,2000,,,81,Australia,,0
21837,Code Unknown,Code Inconnu,2000,15,,117,"Romania, Germany, France","Thierry Novic, Ona Lu Yenke, Luminita Gheorghiu, Juliette Binoche, Alexandre Hamidi",0
21839,The Princess and the Warrior,Der Krieger und die Kaiserin,2000,15,,135,Germany,"Melchior Belson, Joachim Król, Franka Potente, Benno Fürmann",0
21840,Injustice,,2001,15,,98,UK,,0
21841,A Long Night's Journey Into Day,,1999,,,95,US,,0
21842,Jung: In the Land of the Mujahheddin,,2000,,,114,"Italy, Afghanistan",,0
21843,"Good Kurds, Bad Kurds:No Friends but the Mountains",,1999,,,79,US,,0
21844,Borders + Nazareth 2000,,2000,U,,113,Israel,,0
21845,Together,Tillsammans,2000,15,,85,Sweden,"Olle Sarri, Michael Nyqvist, Lisa Lindgren, Gustaf Hammarsten",0
21846,The Crimson Rivers,Les Rivières Pourpres,2000,15,,103,France,"Vincent Cassel, Nadia Fares, Jean Reno, Dominique Sanda",0
21847,The Terrorist,,1998,12,,100,"US, India","Vishnu Vardhan, K. Krishna, Bhanu Prakash, Ayesha Dharkar",0
21848,Intimacy,,2001,18,,120,"UK, France","Timothy Spall, Mark Rylance, Marianne Faithfull, Kerry Fox",0
